food,catering,alcohol,fuel,motor,fares,leisure,logexp,logwages,nkids
0.280259966850281,0,0,0,0,0,0.202545359730721,3.60902428627014,5.0135645866394,0
0.379357635974884,0.0928319543600082,0,0.190951809287071,0,0.159028589725494,0.0338817089796066,3.93300151824951,2.71866035461426,0
0.226277366280556,0.0166595112532377,0.133963078260422,0.143409192562103,0,0.00772863859310746,0.119021028280258,4.06431484222412,3.88156390190125,0
0.167698368430138,0.0741217136383057,0,0.245357349514961,0,0,0.107082560658455,4.13027477264404,4.90037393569946,0
0.343115091323853,0.042244765907526,0,0.166294619441032,0.0689479932188988,0.0536889992654324,0.0262793526053429,4.25954818725586,5.56409883499146,0
0.132537633180618,0.147318005561829,0.010200540535152,0,0.0968010500073433,0,0.0226216055452824,4.27743005752564,5.10582399368286,0
0.626100599765778,0.0267558507621288,0,0.122858501970768,0.0122858500108123,0,0.0416353791952133,4.29394674301147,5.81937074661255,0
0.245819181203842,0.0505778416991234,0,0.156084299087524,0.210876971483231,0,0.0897348821163178,4.29796552658081,5.52122068405151,0
0.478147953748703,0,0,0.148451209068298,0,0.241314381361008,0.0329891555011272,4.34374046325684,4.69729328155518,0
0.453382819890976,0.0521166399121285,0,0.0936181172728539,0.0639467984437943,0.0971991345286369,0.0208466574549675,4.35914182662964,5.70228147506714,0
0.686691820621491,0,0,0.200829043984413,0,0.0106415888294578,0.0226443111896515,4.39216279983521,5.27207612991333,0
0.395698398351669,0.0630272626876831,0.182092383503914,0.111707851290703,0,0.0416911877691746,0.0644987225532532,4.40124082565308,5.57776546478272,0
0.2068932056427,0.0887376889586449,0,0.125782355666161,0.288246154785156,0.0145273171365261,0.0196118783205748,4.41404628753662,5.62380075454712,0
0.00842318031936884,0.169666916131973,0.0366408340632916,0.122136108577251,0.304798781871796,0,0.0718376934528351,4.4200930595398,4.3755054473877,0
0.28157314658165,0.0399258881807327,0.148885324597359,0.158388629555702,0.0154204778373241,0.0209192540496588,0.103161804378033,4.42670106887817,4.87405157089233,0
0.163336470723152,0.279144018888474,0.0750177279114723,0.0724757611751556,0.184204295277596,0,0.019271694123745,4.43769788742065,5.0317440032959,0
0.17292346060276,0.210954949259758,0.1752018481493,0.0689357072114945,0.200147211551666,0.0116840172559023,0.0189281087368727,4.44953346252441,5.33763408660889,0
0.228928744792938,0.045015063136816,0,0.041336789727211,0.513323485851288,0,0.0774189010262489,4.45012903213501,4.97831869125366,0
0.342204630374908,0.0697309523820877,0,0.11261548101902,0.151897251605988,0,0.0880934298038483,4.45487070083618,4.99923706054688,1
0.282486498355866,0,0,0.086615264415741,0.350060343742371,0,0.0831320732831955,4.45583486557007,5.99053907394409,0
0.437240272760391,0.00836796313524246,0.00853873789310455,0.234302952885628,0.08823361992836,0,0.0185575224459171,4.47546005249023,3.33220458030701,1
0.298702657222748,0.0329700112342834,0.0581061244010925,0.0910761281847954,0.0898362025618553,0,0.0181475952267647,4.48545122146606,5.19295692443848,0
0.00862213782966137,0.235205188393593,0.107496783137321,0.0904764533042908,0.295504152774811,0,0.141985327005386,4.49205732345581,5.66153573989868,1
0.185889184474945,0.0661374107003212,0.0281768869608641,0.123888850212097,0.25867947936058,0.00335439341142774,0.0433834604918957,4.49351215362549,5.7605094909668,1
0.325623661279678,0.00919654127210379,0,0.0789691060781479,0,0,0.218073680996895,4.50860404968262,5.11811351776123,1
0.131684496998787,0.0386369824409485,0.110414929687977,0.104644119739532,0.255619704723358,0,0.0962901785969734,4.51058483123779,5.23489809036255,1
0.0771348103880882,0.131042137742043,0.159002140164375,0.0918219685554504,0.204967528581619,0.0140343997627497,0.0180597715079784,4.52088594436646,5.08450508117676,0
0.264081239700317,0.0115691712126136,0.00597468903288245,0.16044756770134,0.170876055955887,0,0.167725816369057,4.52238607406616,5.23420524597168,1
0.266587495803833,0.0215947739779949,0,0.172758191823959,0.236786708235741,0,0.0175997409969568,4.52845096588135,5.53311252593994,0
0.187239602208138,0.00142769538797438,0,0.0264388024806976,0.0828063264489174,0,0.0172380991280079,4.54921340942383,5.26061534881592,1
0.440880000591278,0.0706185027956963,0,0.0972382724285126,0,0,0.0171164553612471,4.5562949180603,5.38219881057739,1
0.331812471151352,0.120201386511326,0.0304174553602934,0,0.291168451309204,0.00340885249897838,0.00293685775250196,4.55744934082031,5.48463106155396,0
0.384550869464874,0.0107504334300756,0.0971209928393364,0.140437379479408,0.135088369250298,0,0.0194032210856676,4.55750179290772,4.90542316436768,1
0.340265810489655,0.231013804674149,0.0135522531345487,0.0631743520498276,0.302006751298904,0,0.0193901471793652,4.5635666847229,5.91714525222778,0
0.306293398141861,0.034853357821703,0,0.176035463809967,0.0696026608347893,0.00697067147120833,0.0200796946883202,4.56556606292725,6.18723678588867,1
0.417853981256485,0.0432620085775852,0,0.0518107861280441,0.237811505794525,0,0.0819646567106247,4.5695948600769,5.18290662765503,1
0.443149447441101,0.0245532225817442,0,0.215177416801453,0.154571354389191,0,0.0427868440747261,4.56980228424072,5.35583114624023,1
0.181874439120293,0.122126005589962,0,0.0793896317481995,0.414991289377213,0,0.0428910218179226,4.57460784912109,3.91202306747437,1
